,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
16735180,1249,1,2016-10-30 19:00:00,1942.46,14,Office,159384,,,25.0,0.0,13.9,0.0,1008.0,190.0,5.7
16735181,1249,2,2016-10-30 19:00:00,659.736,14,Office,159384,,,25.0,0.0,13.9,0.0,1008.0,190.0,5.7
16735182,1249,3,2016-10-30 19:00:00,485.253,14,Office,159384,,,25.0,0.0,13.9,0.0,1008.0,190.0,5.7
16737539,1249,0,2016-10-30 20:00:00,380.0,14,Office,159384,,,25.6,0.0,14.4,0.0,1008.0,210.0,5.1
16737540,1249,1,2016-10-30 20:00:00,1945.92,14,Office,159384,,,25.6,0.0,14.4,0.0,1008.0,210.0,5.1
16737541,1249,2,2016-10-30 20:00:00,839.664,14,Office,159384,,,25.6,0.0,14.4,0.0,1008.0,210.0,5.1
16737542,1249,3,2016-10-30 20:00:00,476.827,14,Office,159384,,,25.6,0.0,14.4,0.0,1008.0,210.0,5.1
16739899,1249,0,2016-10-30 21:00:00,349.0,14,Office,159384,,,24.4,0.0,13.9,0.0,1006.5,190.0,6.2
16739900,1249,1,2016-10-30 21:00:00,2141.5,14,Office,159384,,,24.4,0.0,13.9,0.0,1006.5,190.0,6.2
16739901,1249,2,2016-10-30 21:00:00,779.688,14,Office,159384,,,24.4,0.0,13.9,0.0,1006.5,190.0,6.2
16739902,1249,3,2016-10-30 21:00:00,477.212,14,Office,159384,,,24.4,0.0,13.9,0.0,1006.5,190.0,6.2
16742259,1249,0,2016-10-30 22:00:00,344.0,14,Office,159384,,,20.0,,16.7,13.0,1008.0,360.0,6.7
16742260,1249,1,2016-10-30 22:00:00,1795.53,14,Office,159384,,,20.0,,16.7,13.0,1008.0,360.0,6.7
16742261,1249,2,2016-10-30 22:00:00,839.664,14,Office,159384,,,20.0,,16.7,13.0,1008.0,360.0,6.7
16742262,1249,3,2016-10-30 22:00:00,477.788,14,Office,159384,,,20.0,,16.7,13.0,1008.0,360.0,6.7
16744617,1249,0,2016-10-30 23:00:00,350.0,14,Office,159384,,,17.2,,15.6,122.0,1009.5,30.0,4.1
16744618,1249,1,2016-10-30 23:00:00,1775.55,14,Office,159384,,,17.2,,15.6,122.0,1009.5,30.0,4.1
16744619,1249,2,2016-10-30 23:00:00,719.712,14,Office,159384,,,17.2,,15.6,122.0,1009.5,30.0,4.1
16744620,1249,3,2016-10-30 23:00:00,485.679,14,Office,159384,,,17.2,,15.6,122.0,1009.5,30.0,4.1
16746915,1249,0,2016-10-31 00:00:00,350.0,14,Office,159384,,,15.0,,12.8,5.0,1012.0,360.0,4.6
16746916,1249,1,2016-10-31 00:00:00,1797.12,14,Office,159384,,,15.0,,12.8,5.0,1012.0,360.0,4.6
16746917,1249,2,2016-10-31 00:00:00,839.664,14,Office,159384,,,15.0,,12.8,5.0,1012.0,360.0,4.6
16746918,1249,3,2016-10-31 00:00:00,489.705,14,Office,159384,,,15.0,,12.8,5.0,1012.0,360.0,4.6
16749213,1249,0,2016-10-31 01:00:00,377.0,14,Office,159384,,,13.9,,11.7,-1.0,1012.5,350.0,3.1
16749214,1249,1,2016-10-31 01:00:00,1716.19,14,Office,159384,,,13.9,,11.7,-1.0,1012.5,350.0,3.1
16749215,1249,2,2016-10-31 01:00:00,779.688,14,Office,159384,,,13.9,,11.7,-1.0,1012.5,350.0,3.1
16749216,1249,3,2016-10-31 01:00:00,489.705,14,Office,159384,,,13.9,,11.7,-1.0,1012.5,350.0,3.1
16751511,1249,0,2016-10-31 02:00:00,353.0,14,Office,159384,,,13.9,,11.1,0.0,1013.0,350.0,2.6
16751512,1249,1,2016-10-31 02:00:00,1667.61,14,Office,159384,,,13.9,,11.1,0.0,1013.0,350.0,2.6
16751513,1249,2,2016-10-31 02:00:00,719.712,14,Office,159384,,,13.9,,11.1,0.0,1013.0,350.0,2.6
16751514,1249,3,2016-10-31 02:00:00,490.135,14,Office,159384,,,13.9,,11.1,0.0,1013.0,350.0,2.6
16753810,1249,0,2016-10-31 03:00:00,349.0,14,Office,159384,,,13.9,,10.6,0.0,1013.5,340.0,2.1
16753811,1249,1,2016-10-31 03:00:00,1526.98,14,Office,159384,,,13.9,,10.6,0.0,1013.5,340.0,2.1
16753812,1249,2,2016-10-31 03:00:00,599.76,14,Office,159384,,,13.9,,10.6,0.0,1013.5,340.0,2.1
16753813,1249,3,2016-10-31 03:00:00,480.277,14,Office,159384,,,13.9,,10.6,0.0,1013.5,340.0,2.1
16756108,1249,0,2016-10-31 04:00:00,341.0,14,Office,159384,,,13.3,,9.4,0.0,1014.0,350.0,4.6
16756109,1249,1,2016-10-31 04:00:00,1555.93,14,Office,159384,,,13.3,,9.4,0.0,1014.0,350.0,4.6
16756110,1249,2,2016-10-31 04:00:00,659.736,14,Office,159384,,,13.3,,9.4,0.0,1014.0,350.0,4.6
16756111,1249,3,2016-10-31 04:00:00,487.622,14,Office,159384,,,13.3,,9.4,0.0,1014.0,350.0,4.6
16758407,1249,0,2016-10-31 05:00:00,333.0,14,Office,159384,,,11.7,4.0,7.2,0.0,1015.0,320.0,4.6
16758408,1249,1,2016-10-31 05:00:00,1725.3,14,Office,159384,,,11.7,4.0,7.2,0.0,1015.0,320.0,4.6
16758409,1249,2,2016-10-31 05:00:00,779.688,14,Office,159384,,,11.7,4.0,7.2,0.0,1015.0,320.0,4.6
16758410,1249,3,2016-10-31 05:00:00,499.193,14,Office,159384,,,11.7,4.0,7.2,0.0,1015.0,320.0,4.6
16760706,1249,0,2016-10-31 06:00:00,325.0,14,Office,159384,,,11.1,,5.6,0.0,1015.5,340.0,4.6
16760707,1249,1,2016-10-31 06:00:00,1624.2,14,Office,159384,,,11.1,,5.6,0.0,1015.5,340.0,4.6
16760708,1249,2,2016-10-31 06:00:00,899.64,14,Office,159384,,,11.1,,5.6,0.0,1015.5,340.0,4.6
16760709,1249,3,2016-10-31 06:00:00,509.627,14,Office,159384,,,11.1,,5.6,0.0,1015.5,340.0,4.6
16763004,1249,0,2016-10-31 07:00:00,330.0,14,Office,159384,,,9.4,0.0,3.3,0.0,1016.0,350.0,6.7
16763005,1249,1,2016-10-31 07:00:00,1430.73,14,Office,159384,,,9.4,0.0,3.3,0.0,1016.0,350.0,6.7
16763006,1249,2,2016-10-31 07:00:00,779.688,14,Office,159384,,,9.4,0.0,3.3,0.0,1016.0,350.0,6.7
16763007,1249,3,2016-10-31 07:00:00,486.761,14,Office,159384,,,9.4,0.0,3.3,0.0,1016.0,350.0,6.7
16765303,1249,0,2016-10-31 08:00:00,330.0,14,Office,159384,,,8.3,0.0,2.2,0.0,1016.5,350.0,4.6
16765304,1249,1,2016-10-31 08:00:00,1192.26,14,Office,159384,,,8.3,0.0,2.2,0.0,1016.5,350.0,4.6
16765305,1249,2,2016-10-31 08:00:00,779.688,14,Office,159384,,,8.3,0.0,2.2,0.0,1016.5,350.0,4.6
16765306,1249,3,2016-10-31 08:00:00,492.203,14,Office,159384,,,8.3,0.0,2.2,0.0,1016.5,350.0,4.6
16767601,1249,0,2016-10-31 09:00:00,334.0,14,Office,159384,,,8.3,4.0,2.2,0.0,1017.5,350.0,7.7
16767602,1249,1,2016-10-31 09:00:00,1304.4,14,Office,159384,,,8.3,4.0,2.2,0.0,1017.5,350.0,7.7
16767603,1249,2,2016-10-31 09:00:00,899.64,14,Office,159384,,,8.3,4.0,2.2,0.0,1017.5,350.0,7.7
16767604,1249,3,2016-10-31 09:00:00,705.571,14,Office,159384,,,8.3,4.0,2.2,0.0,1017.5,350.0,7.7
16769899,1249,0,2016-10-31 10:00:00,334.0,14,Office,159384,,,7.8,0.0,1.7,0.0,1018.5,360.0,5.7
16769900,1249,1,2016-10-31 10:00:00,1014.23,14,Office,159384,,,7.8,0.0,1.7,0.0,1018.5,360.0,5.7
16769901,1249,2,2016-10-31 10:00:00,1319.47,14,Office,159384,,,7.8,0.0,1.7,0.0,1018.5,360.0,5.7
16769902,1249,3,2016-10-31 10:00:00,691.166,14,Office,159384,,,7.8,0.0,1.7,0.0,1018.5,360.0,5.7
16772198,1249,0,2016-10-31 11:00:00,382.0,14,Office,159384,,,7.8,0.0,1.1,0.0,1019.0,360.0,5.7
16772199,1249,1,2016-10-31 11:00:00,812.793,14,Office,159384,,,7.8,0.0,1.1,0.0,1019.0,360.0,5.7
16772200,1249,2,2016-10-31 11:00:00,899.64,14,Office,159384,,,7.8,0.0,1.1,0.0,1019.0,360.0,5.7
16772201,1249,3,2016-10-31 11:00:00,593.345,14,Office,159384,,,7.8,0.0,1.1,0.0,1019.0,360.0,5.7
16774496,1249,0,2016-10-31 12:00:00,365.0,14,Office,159384,,,7.2,0.0,0.6,0.0,1020.0,350.0,5.1
16774497,1249,1,2016-10-31 12:00:00,872.414,14,Office,159384,,,7.2,0.0,0.6,0.0,1020.0,350.0,5.1
16774498,1249,2,2016-10-31 12:00:00,899.64,14,Office,159384,,,7.2,0.0,0.6,0.0,1020.0,350.0,5.1
16774499,1249,3,2016-10-31 12:00:00,713.497,14,Office,159384,,,7.2,0.0,0.6,0.0,1020.0,350.0,5.1
16776797,1249,0,2016-10-31 13:00:00,382.0,14,Office,159384,,,8.3,0.0,0.6,0.0,1021.0,10.0,4.6
16776798,1249,1,2016-10-31 13:00:00,944.819,14,Office,159384,,,8.3,0.0,0.6,0.0,1021.0,10.0,4.6
16776799,1249,2,2016-10-31 13:00:00,719.712,14,Office,159384,,,8.3,0.0,0.6,0.0,1021.0,10.0,4.6
16776800,1249,3,2016-10-31 13:00:00,672.981,14,Office,159384,,,8.3,0.0,0.6,0.0,1021.0,10.0,4.6
16779096,1249,0,2016-10-31 14:00:00,443.0,14,Office,159384,,,8.9,0.0,0.6,0.0,1022.0,360.0,6.2
16779097,1249,1,2016-10-31 14:00:00,1075.41,14,Office,159384,,,8.9,0.0,0.6,0.0,1022.0,360.0,6.2
16779098,1249,2,2016-10-31 14:00:00,1019.59,14,Office,159384,,,8.9,0.0,0.6,0.0,1022.0,360.0,6.2
16779099,1249,3,2016-10-31 14:00:00,480.822,14,Office,159384,,,8.9,0.0,0.6,0.0,1022.0,360.0,6.2
16781395,1249,0,2016-10-31 15:00:00,412.0,14,Office,159384,,,9.4,0.0,0.0,0.0,1022.0,20.0,4.6
16781396,1249,1,2016-10-31 15:00:00,1383.95,14,Office,159384,,,9.4,0.0,0.0,0.0,1022.0,20.0,4.6
16781397,1249,2,2016-10-31 15:00:00,779.688,14,Office,159384,,,9.4,0.0,0.0,0.0,1022.0,20.0,4.6
16781398,1249,3,2016-10-31 15:00:00,492.514,14,Office,159384,,,9.4,0.0,0.0,0.0,1022.0,20.0,4.6
16783696,1249,0,2016-10-31 16:00:00,426.0,14,Office,159384,,,10.6,0.0,0.0,0.0,1022.5,350.0,5.7
16783697,1249,1,2016-10-31 16:00:00,1619.96,14,Office,159384,,,10.6,0.0,0.0,0.0,1022.5,350.0,5.7
16783698,1249,2,2016-10-31 16:00:00,779.688,14,Office,159384,,,10.6,0.0,0.0,0.0,1022.5,350.0,5.7
16783699,1249,3,2016-10-31 16:00:00,495.643,14,Office,159384,,,10.6,0.0,0.0,0.0,1022.5,350.0,5.7
16785996,1249,0,2016-10-31 17:00:00,407.0,14,Office,159384,,,11.7,0.0,0.6,0.0,1022.0,350.0,4.6
16785997,1249,1,2016-10-31 17:00:00,1653.31,14,Office,159384,,,11.7,0.0,0.6,0.0,1022.0,350.0,4.6
16785998,1249,2,2016-10-31 17:00:00,839.664,14,Office,159384,,,11.7,0.0,0.6,0.0,1022.0,350.0,4.6
16785999,1249,3,2016-10-31 17:00:00,564.089,14,Office,159384,,,11.7,0.0,0.6,0.0,1022.0,350.0,4.6
16788296,1249,0,2016-10-31 18:00:00,425.0,14,Office,159384,,,12.8,0.0,0.0,0.0,1022.0,350.0,3.6
16788297,1249,1,2016-10-31 18:00:00,1668.9,14,Office,159384,,,12.8,0.0,0.0,0.0,1022.0,350.0,3.6
16788298,1249,2,2016-10-31 18:00:00,959.616,14,Office,159384,,,12.8,0.0,0.0,0.0,1022.0,350.0,3.6
16788299,1249,3,2016-10-31 18:00:00,554.4,14,Office,159384,,,12.8,0.0,0.0,0.0,1022.0,350.0,3.6
16790597,1249,0,2016-10-31 19:00:00,425.0,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,340.0,5.1
16790598,1249,1,2016-10-31 19:00:00,1611.08,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,340.0,5.1
16790599,1249,2,2016-10-31 19:00:00,899.64,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,340.0,5.1
16790600,1249,3,2016-10-31 19:00:00,498.457,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,340.0,5.1
16792899,1249,0,2016-10-31 20:00:00,401.0,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,10.0,1.5
16792900,1249,1,2016-10-31 20:00:00,1795.74,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,10.0,1.5
16792901,1249,2,2016-10-31 20:00:00,1139.54,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,10.0,1.5
16792902,1249,3,2016-10-31 20:00:00,439.965,14,Office,159384,,,13.3,0.0,0.0,0.0,1021.5,10.0,1.5
16795200,1249,0,2016-10-31 21:00:00,384.0,14,Office,159384,,,12.2,0.0,0.0,0.0,1021.5,350.0,3.6
16795201,1249,1,2016-10-31 21:00:00,1632.5,14,Office,159384,,,12.2,0.0,0.0,0.0,1021.5,350.0,3.6
16795202,1249,2,2016-10-31 21:00:00,1019.59,14,Office,159384,,,12.2,0.0,0.0,0.0,1021.5,350.0,3.6
16795203,1249,3,2016-10-31 21:00:00,460.544,14,Office,159384,,,12.2,0.0,0.0,0.0,1021.5,350.0,3.6
16797502,1249,0,2016-10-31 22:00:00,382.0,14,Office,159384,,,11.1,0.0,0.0,0.0,1022.5,340.0,1.5
16797503,1249,1,2016-10-31 22:00:00,1521.68,14,Office,159384,,,11.1,0.0,0.0,0.0,1022.5,340.0,1.5
16797504,1249,2,2016-10-31 22:00:00,1019.59,14,Office,159384,,,11.1,0.0,0.0,0.0,1022.5,340.0,1.5
16797505,1249,3,2016-10-31 22:00:00,447.826,14,Office,159384,,,11.1,0.0,0.0,0.0,1022.5,340.0,1.5
16799803,1249,0,2016-10-31 23:00:00,359.0,14,Office,159384,,,9.4,0.0,0.6,0.0,1023.0,350.0,1.5
16799804,1249,1,2016-10-31 23:00:00,1249.95,14,Office,159384,,,9.4,0.0,0.6,0.0,1023.0,350.0,1.5
16799805,1249,2,2016-10-31 23:00:00,779.688,14,Office,159384,,,9.4,0.0,0.6,0.0,1023.0,350.0,1.5
16799806,1249,3,2016-10-31 23:00:00,665.23,14,Office,159384,,,9.4,0.0,0.6,0.0,1023.0,350.0,1.5
16802165,1249,0,2016-11-01 00:00:00,355.0,14,Office,159384,,,8.3,0.0,0.6,0.0,1023.5,360.0,1.5
16802166,1249,1,2016-11-01 00:00:00,1109.58,14,Office,159384,,,8.3,0.0,0.6,0.0,1023.5,360.0,1.5
16802167,1249,2,2016-11-01 00:00:00,719.712,14,Office,159384,,,8.3,0.0,0.6,0.0,1023.5,360.0,1.5
16802168,1249,3,2016-11-01 00:00:00,594.751,14,Office,159384,,,8.3,0.0,0.6,0.0,1023.5,360.0,1.5
16804526,1249,0,2016-11-01 01:00:00,367.0,14,Office,159384,,,6.7,0.0,0.6,0.0,1024.0,350.0,2.1
16804527,1249,1,2016-11-01 01:00:00,684.994,14,Office,159384,,,6.7,0.0,0.6,0.0,1024.0,350.0,2.1
16804528,1249,2,2016-11-01 01:00:00,779.688,14,Office,159384,,,6.7,0.0,0.6,0.0,1024.0,350.0,2.1
16804529,1249,3,2016-11-01 01:00:00,634.392,14,Office,159384,,,6.7,0.0,0.6,0.0,1024.0,350.0,2.1
16806888,1249,0,2016-11-01 02:00:00,353.0,14,Office,159384,,,6.1,0.0,0.6,0.0,1024.0,340.0,2.6
16806889,1249,1,2016-11-01 02:00:00,738.203,14,Office,159384,,,6.1,0.0,0.6,0.0,1024.0,340.0,2.6
16806890,1249,2,2016-11-01 02:00:00,839.664,14,Office,159384,,,6.1,0.0,0.6,0.0,1024.0,340.0,2.6
16806891,1249,3,2016-11-01 02:00:00,691.817,14,Office,159384,,,6.1,0.0,0.6,0.0,1024.0,340.0,2.6
16809251,1249,0,2016-11-01 03:00:00,345.0,14,Office,159384,,,5.6,0.0,0.0,0.0,1025.0,340.0,2.6
16809252,1249,1,2016-11-01 03:00:00,923.034,14,Office,159384,,,5.6,0.0,0.0,0.0,1025.0,340.0,2.6
16809253,1249,2,2016-11-01 03:00:00,779.688,14,Office,159384,,,5.6,0.0,0.0,0.0,1025.0,340.0,2.6
16809254,1249,3,2016-11-01 03:00:00,696.774,14,Office,159384,,,5.6,0.0,0.0,0.0,1025.0,340.0,2.6
16811613,1249,0,2016-11-01 04:00:00,341.0,14,Office,159384,,,4.4,0.0,-0.6,0.0,1025.0,340.0,2.1
16811614,1249,1,2016-11-01 04:00:00,835.721,14,Office,159384,,,4.4,0.0,-0.6,0.0,1025.0,340.0,2.1
16811615,1249,2,2016-11-01 04:00:00,899.64,14,Office,159384,,,4.4,0.0,-0.6,0.0,1025.0,340.0,2.1
16811616,1249,3,2016-11-01 04:00:00,672.941,14,Office,159384,,,4.4,0.0,-0.6,0.0,1025.0,340.0,2.1
16813975,1249,0,2016-11-01 05:00:00,369.0,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16813976,1249,1,2016-11-01 05:00:00,818.598,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16813977,1249,2,2016-11-01 05:00:00,959.616,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16813978,1249,3,2016-11-01 05:00:00,642.148,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16816338,1249,0,2016-11-01 06:00:00,336.0,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16816339,1249,1,2016-11-01 06:00:00,368.648,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16816340,1249,2,2016-11-01 06:00:00,779.688,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16816341,1249,3,2016-11-01 06:00:00,614.389,14,Office,159384,,,3.3,0.0,-0.6,0.0,1026.0,350.0,1.5
16818699,1249,0,2016-11-01 07:00:00,359.0,14,Office,159384,,,2.2,0.0,-0.6,0.0,1026.0,10.0,1.5
16818700,1249,1,2016-11-01 07:00:00,792.984,14,Office,159384,,,2.2,0.0,-0.6,0.0,1026.0,10.0,1.5
16818701,1249,2,2016-11-01 07:00:00,779.688,14,Office,159384,,,2.2,0.0,-0.6,0.0,1026.0,10.0,1.5
16818702,1249,3,2016-11-01 07:00:00,608.871,14,Office,159384,,,2.2,0.0,-0.6,0.0,1026.0,10.0,1.5
16821061,1249,0,2016-11-01 08:00:00,325.0,14,Office,159384,,,2.2,0.0,-1.1,0.0,1026.0,320.0,1.5
16821062,1249,1,2016-11-01 08:00:00,701.485,14,Office,159384,,,2.2,0.0,-1.1,0.0,1026.0,320.0,1.5
16821063,1249,2,2016-11-01 08:00:00,1079.57,14,Office,159384,,,2.2,0.0,-1.1,0.0,1026.0,320.0,1.5
16821064,1249,3,2016-11-01 08:00:00,585.619,14,Office,159384,,,2.2,0.0,-1.1,0.0,1026.0,320.0,1.5
16823422,1249,0,2016-11-01 09:00:00,341.0,14,Office,159384,,,0.6,0.0,-1.1,0.0,1027.0,320.0,2.1
16823423,1249,1,2016-11-01 09:00:00,973.385,14,Office,159384,,,0.6,0.0,-1.1,0.0,1027.0,320.0,2.1
16823424,1249,2,2016-11-01 09:00:00,1079.57,14,Office,159384,,,0.6,0.0,-1.1,0.0,1027.0,320.0,2.1
16823425,1249,3,2016-11-01 09:00:00,585.894,14,Office,159384,,,0.6,0.0,-1.1,0.0,1027.0,320.0,2.1
16825784,1249,0,2016-11-01 10:00:00,327.0,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,350.0,2.1
16825785,1249,1,2016-11-01 10:00:00,1027.03,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,350.0,2.1
16825786,1249,2,2016-11-01 10:00:00,839.664,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,350.0,2.1
16825787,1249,3,2016-11-01 10:00:00,595.322,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,350.0,2.1
16828143,1249,0,2016-11-01 11:00:00,333.0,14,Office,159384,,,2.2,0.0,-1.1,0.0,1027.0,360.0,1.5
16828144,1249,1,2016-11-01 11:00:00,649.133,14,Office,159384,,,2.2,0.0,-1.1,0.0,1027.0,360.0,1.5
16828145,1249,2,2016-11-01 11:00:00,959.616,14,Office,159384,,,2.2,0.0,-1.1,0.0,1027.0,360.0,1.5
16828146,1249,3,2016-11-01 11:00:00,657.95,14,Office,159384,,,2.2,0.0,-1.1,0.0,1027.0,360.0,1.5
16830503,1249,0,2016-11-01 12:00:00,352.0,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,360.0,1.5
16830504,1249,1,2016-11-01 12:00:00,776.577,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,360.0,1.5
16830505,1249,2,2016-11-01 12:00:00,959.616,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,360.0,1.5
16830506,1249,3,2016-11-01 12:00:00,636.25,14,Office,159384,,,2.2,0.0,-0.6,0.0,1027.0,360.0,1.5
16832862,1249,0,2016-11-01 13:00:00,356.0,14,Office,159384,,,4.4,0.0,0.6,0.0,1028.0,360.0,1.5
16832863,1249,1,2016-11-01 13:00:00,1015.72,14,Office,159384,,,4.4,0.0,0.6,0.0,1028.0,360.0,1.5
16832864,1249,2,2016-11-01 13:00:00,899.64,14,Office,159384,,,4.4,0.0,0.6,0.0,1028.0,360.0,1.5
16832865,1249,3,2016-11-01 13:00:00,598.377,14,Office,159384,,,4.4,0.0,0.6,0.0,1028.0,360.0,1.5
16835224,1249,0,2016-11-01 14:00:00,387.0,14,Office,159384,,,8.3,0.0,3.9,0.0,1028.0,110.0,1.5
16835225,1249,1,2016-11-01 14:00:00,811.029,14,Office,159384,,,8.3,0.0,3.9,0.0,1028.0,110.0,1.5
16835226,1249,2,2016-11-01 14:00:00,899.64,14,Office,159384,,,8.3,0.0,3.9,0.0,1028.0,110.0,1.5
16835227,1249,3,2016-11-01 14:00:00,550.61,14,Office,159384,,,8.3,0.0,3.9,0.0,1028.0,110.0,1.5
16837588,1249,0,2016-11-01 15:00:00,412.0,14,Office,159384,,,11.1,4.0,3.9,0.0,1028.0,,1.5
16837589,1249,1,2016-11-01 15:00:00,1159.41,14,Office,159384,,,11.1,4.0,3.9,0.0,1028.0,,1.5
16837590,1249,2,2016-11-01 15:00:00,899.64,14,Office,159384,,,11.1,4.0,3.9,0.0,1028.0,,1.5
16837591,1249,3,2016-11-01 15:00:00,508.911,14,Office,159384,,,11.1,4.0,3.9,0.0,1028.0,,1.5
16839950,1249,0,2016-11-01 16:00:00,413.0,14,Office,159384,,,12.8,0.0,3.9,0.0,1028.0,180.0,2.6
16839951,1249,1,2016-11-01 16:00:00,1266.18,14,Office,159384,,,12.8,0.0,3.9,0.0,1028.0,180.0,2.6
16839952,1249,2,2016-11-01 16:00:00,899.64,14,Office,159384,,,12.8,0.0,3.9,0.0,1028.0,180.0,2.6
16839953,1249,3,2016-11-01 16:00:00,431.278,14,Office,159384,,,12.8,0.0,3.9,0.0,1028.0,180.0,2.6
16842312,1249,0,2016-11-01 17:00:00,404.0,14,Office,159384,,,13.9,0.0,5.0,0.0,1027.0,180.0,4.1
16842313,1249,1,2016-11-01 17:00:00,1192.18,14,Office,159384,,,13.9,0.0,5.0,0.0,1027.0,180.0,4.1
16842314,1249,2,2016-11-01 17:00:00,599.76,14,Office,159384,,,13.9,0.0,5.0,0.0,1027.0,180.0,4.1
16842315,1249,3,2016-11-01 17:00:00,477.428,14,Office,159384,,,13.9,0.0,5.0,0.0,1027.0,180.0,4.1
16844673,1249,0,2016-11-01 18:00:00,406.0,14,Office,159384,,,14.4,,4.4,0.0,1027.0,220.0,3.1
16844674,1249,1,2016-11-01 18:00:00,1391.15,14,Office,159384,,,14.4,,4.4,0.0,1027.0,220.0,3.1
16844675,1249,2,2016-11-01 18:00:00,1139.54,14,Office,159384,,,14.4,,4.4,0.0,1027.0,220.0,3.1
16844676,1249,3,2016-11-01 18:00:00,544.541,14,Office,159384,,,14.4,,4.4,0.0,1027.0,220.0,3.1
16847032,1249,0,2016-11-01 19:00:00,409.0,14,Office,159384,,,15.6,,5.0,0.0,1026.0,200.0,4.1
16847033,1249,1,2016-11-01 19:00:00,1541.7,14,Office,159384,,,15.6,,5.0,0.0,1026.0,200.0,4.1
16847034,1249,2,2016-11-01 19:00:00,659.736,14,Office,159384,,,15.6,,5.0,0.0,1026.0,200.0,4.1
16847035,1249,3,2016-11-01 19:00:00,542.418,14,Office,159384,,,15.6,,5.0,0.0,1026.0,200.0,4.1
16849393,1249,0,2016-11-01 20:00:00,406.0,14,Office,159384,,,15.0,0.0,5.0,0.0,1026.0,190.0,1.5
16849394,1249,1,2016-11-01 20:00:00,1409.18,14,Office,159384,,,15.0,0.0,5.0,0.0,1026.0,190.0,1.5
16849395,1249,2,2016-11-01 20:00:00,899.64,14,Office,159384,,,15.0,0.0,5.0,0.0,1026.0,190.0,1.5
16849396,1249,3,2016-11-01 20:00:00,544.541,14,Office,159384,,,15.0,0.0,5.0,0.0,1026.0,190.0,1.5
16851754,1249,0,2016-11-01 21:00:00,421.0,14,Office,159384,,,14.4,4.0,5.0,0.0,1026.0,220.0,3.1
16851755,1249,1,2016-11-01 21:00:00,1381.3,14,Office,159384,,,14.4,4.0,5.0,0.0,1026.0,220.0,3.1
16851756,1249,2,2016-11-01 21:00:00,719.712,14,Office,159384,,,14.4,4.0,5.0,0.0,1026.0,220.0,3.1
16851757,1249,3,2016-11-01 21:00:00,545.713,14,Office,159384,,,14.4,4.0,5.0,0.0,1026.0,220.0,3.1
16854116,1249,0,2016-11-01 22:00:00,376.0,14,Office,159384,,,14.4,,5.0,0.0,1026.0,240.0,1.5
16854117,1249,1,2016-11-01 22:00:00,1384.27,14,Office,159384,,,14.4,,5.0,0.0,1026.0,240.0,1.5
16854118,1249,2,2016-11-01 22:00:00,779.688,14,Office,159384,,,14.4,,5.0,0.0,1026.0,240.0,1.5
16854119,1249,3,2016-11-01 22:00:00,539.404,14,Office,159384,,,14.4,,5.0,0.0,1026.0,240.0,1.5
16856477,1249,0,2016-11-01 23:00:00,357.0,14,Office,159384,,,13.3,,6.1,0.0,1026.0,180.0,1.5
16856478,1249,1,2016-11-01 23:00:00,1347.96,14,Office,159384,,,13.3,,6.1,0.0,1026.0,180.0,1.5
16856479,1249,2,2016-11-01 23:00:00,899.64,14,Office,159384,,,13.3,,6.1,0.0,1026.0,180.0,1.5
16856480,1249,3,2016-11-01 23:00:00,544.541,14,Office,159384,,,13.3,,6.1,0.0,1026.0,180.0,1.5
16858838,1249,0,2016-11-02 00:00:00,349.0,14,Office,159384,,,12.8,,6.1,0.0,1026.0,210.0,3.1
16858839,1249,1,2016-11-02 00:00:00,1408.51,14,Office,159384,,,12.8,,6.1,0.0,1026.0,210.0,3.1
16858840,1249,2,2016-11-02 00:00:00,839.664,14,Office,159384,,,12.8,,6.1,0.0,1026.0,210.0,3.1
16858841,1249,3,2016-11-02 00:00:00,534.743,14,Office,159384,,,12.8,,6.1,0.0,1026.0,210.0,3.1
